stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,1,0,0,1,0,0
72hpf,0,0.28,0,0,0.28,0,0
21Day,0,2.59,0,0,0,0,0
3Month,0.1,5.93,0.21,0.42,0,0,0.1
22Month,0,0.55,0.14,0,0,0.14,0
