stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,2,0,0,0
72hpf,0,0.85,0,0,1.13,0,0
21Day,0.37,0.37,0.37,0.37,0,0,0
3Month,0,1.14,0.62,3.74,0.1,0.1,0.31
22Month,0.14,0.68,12.3,3.01,0.27,0.27,0.14
