stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,3,0,2,0,38,17,0,3
72hpf,0.28,3.1,0,0,0.56,5.36,0.28,0,1.13
21Day,1.48,5.18,0,1.11,0,3.33,0,0,0.74
3Month,2.6,14.98,1.66,8.84,1.25,0.1,0,0.73,1.87
22Month,0.41,7.38,0.14,0.96,0.27,0.68,0,0.41,0.41
