stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron
24hpf,0,2,0,0,0,0,0
72hpf,0,3.66,0.28,0,0,0,0.28
21Day,0.37,11.47,0,0,0,0,0
3Month,0,3.74,0,1.35,0.21,0.1,0.31
22Month,0,0.96,0,0,0,0,0.27
