stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron
72hpf,0,0,0,0,0,1.41
21Day,0.37,0.37,0,0,0.37,0.74
3Month,0.83,0,0.1,0.1,0,0
22Month,0.41,0,0,0,0,0
