stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,5,0,1,1,11,1,0
72hpf,0,1.69,0,0,0,6.76,0,1.13
21Day,0,1.11,0,0,0,5.18,0.37,0
3Month,0.1,1.25,0.42,0.31,6.97,0.73,0,0.1
22Month,0,1.91,0,0.96,1.78,0.27,0,0.27
