stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,2,2
72hpf,0,0,0,0,1.41,0
21Day,1.85,0.37,0,0.37,0.37,1.11
3Month,0.52,0,0.21,0.21,0,0
22Month,0.27,0,0,0.14,0,0
