stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,11,0,0,1,32,5
72hpf,0,0.85,0,0,0.56,3.1,0.85
21Day,0,0.37,0,1.48,0,0.37,0.37
3Month,0,0.31,1.87,0.1,0,0,0
