stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,1,0
72hpf,0.28,0,0,0,0.56,0
21Day,0.74,0,0,0,0.37,0
3Month,0.1,0.1,0.1,0.1,0,0.21
22Month,0.27,0.55,0.14,0.14,0,0
