stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,1,6,0,0,0
72hpf,0.85,0,0.28,0.28,2.25,0,0,0.56
21Day,0,0,1.11,0.37,0.37,0,0.37,1.48
3Month,1.98,2.6,3.43,0.21,0.21,0,0,0.31
22Month,2.87,0.68,0.68,0,0.14,0.14,0.14,0.27
