stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,19,0,0,5,5,80,1,0,18
72hpf,0.28,7.05,0.28,0,0.56,0,7.05,0.56,0.28,2.54
21Day,0,5.18,1.85,0,0.74,1.11,1.11,0,0.74,2.22
3Month,0.21,5.3,0,6.03,1.25,0.42,0.62,0,0.21,0
22Month,0,15.3,0,1.09,3.14,0,1.09,1.5,0.55,2.05
