stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,5,0,3
72hpf,0.56,0,2.25,0,0.28
21Day,0.37,0,1.48,0.74,0
22Month,0.27,0.27,0,0,0
