stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0.28,0,0,0,1.13,0,0
21Day,0,0,0,0,0,0.37,0,0
3Month,0.1,1.04,0,0,0.1,0,0,0
22Month,0,0.41,0.14,0.14,0,0.14,0.14,0.14
