stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,3.1,0,0.28
21Day,0.74,0,0,0,4.07,0,0.74
3Month,2.39,0.21,0.52,0,0,0,0
22Month,4.65,0,0.68,0.14,0.27,0.14,0.55
