stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,7,0,0
72hpf,0,0.56,0.28,0,20.57,0,1.13
21Day,0,0.37,0,0.37,9.62,0.37,0.74
22Month,0.14,0.82,0,0,0,0,0
