stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,8,1,0,2
72hpf,1.69,0,0,0.28,11.56,0,0,1.97
21Day,1.48,0.37,0,0.37,0.74,0,0.37,1.48
3Month,0.83,16.02,0.1,0,0.1,0,0.1,0.52
22Month,0.14,0.55,0,0,0,0,0,0.14
