stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,2,0
72hpf,0,0,0,0,1.13,0.56
21Day,0,0,0,0.37,0.37,1.48
3Month,0.1,0.31,0.31,0,0,0.21
22Month,0.68,0,0,0,0,0.27
