stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,3,0,0,0,85,3
72hpf,25.93,0.28,1.97,0.28,35.23,1.13
21Day,6.29,1.85,0,0.37,2.96,1.85
3Month,1.14,0,0.62,0,0.31,0.31
22Month,0.68,0,0.27,0,0,0.27
