stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,2,0,2,0,0
72hpf,0,0.28,0,0,3.38,31.57,0,0,0.56
21Day,0,0.74,0.74,0,3.33,25.16,0,0.37,0
3Month,0.1,1.77,0,0.21,3.12,0.42,0,0,0.1
22Month,0,3.14,0.27,0.14,11.48,0.27,0.27,0.14,0.27
