stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,5,0,1
72hpf,0,0,0,0.28,5.64,0.56,0.85
21Day,1.85,0.37,0,0.37,2.96,0,0
3Month,1.46,1.98,0.42,0.1,0.21,0.1,0.52
22Month,1.37,0,0.41,0,0.27,0,0.14
