stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0.28,0,5.36,0,0
21Day,0.74,0.37,0,5.92,0,0
3Month,0.42,0.1,0,0,0.83,0.1
22Month,0.82,0.41,0.14,0,0.14,0
