stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,3,0,0,1,0,28,0,0
72hpf,0.28,1.41,0.85,0,0,0,9.58,0,1.41
21Day,0,2.96,0.37,0.37,1.85,1.11,5.18,0,5.18
3Month,0,2.39,0.1,2.08,0.42,0,0.1,0.1,0.42
22Month,0,0.96,0,0,0,0,0.14,0,0.14
