stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,1,4,0,0
72hpf,1.13,0,0,0.28,1.69,0,0
21Day,2.59,0.37,0,0,1.48,0.37,0.37
3Month,0.31,0,1.46,0,0,0,0.1
22Month,0.27,0,0.14,0,0,0,0
