stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,1,1,0,1
72hpf,0.56,0.28,0,0,3.1,0,0.56
21Day,1.48,0,0,0.37,1.11,0,0.74
3Month,2.08,0,0.31,0.1,0,0.1,0.42
22Month,0.82,0,0.14,0,0,0,0.27
