stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,0,1,0,1
72hpf,0,0.56,0,0,0,0,1.13,0,0
21Day,0,2.96,0.37,0,1.85,0,0,0,0
3Month,0,3.02,0,0.1,1.46,0.21,0,0.1,0.1
22Month,0.14,3.14,0,0,1.78,0.27,0,0.14,0
