stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,6,0,0,1,25,0,10
72hpf,0.85,0.28,0,0,0.56,2.25,0,6.2
21Day,0,0.37,0,0,0.37,0,0,3.33
3Month,0.1,4.78,30.06,1.77,0.31,0.83,0.31,0.73
22Month,2.46,0.82,4.1,0,0,0,0.14,0.14
