stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,2,0,0
72hpf,0,0,0,0,8.74,0,0.56
21Day,0.37,0,0,0.37,0.74,0.74,0.37
3Month,0.21,0.52,0.42,0,0,0,0.21
22Month,0.41,0,0,0,0,0,0
