stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,0,9,0,2
72hpf,0.28,0.85,0,0,0,0.28,10.71,0,0
21Day,0,2.96,1.85,0,3.33,1.11,6.29,0,0.74
3Month,0,3.74,0,1.14,3.43,15.6,0.31,0.1,0.31
22Month,0.27,2.6,0,0.14,3.96,6.97,0.41,0,0.41
