stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0.85,0,0,0,0.85,0,0,0
21Day,0.74,0.74,0,0,0,0,0.37,0.37
3Month,3.54,0,0.42,0.1,0,0,0.21,0
22Month,4.24,0,0.14,0,0,0.27,0,0.14
