stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,3,1,0,0,0,0,0,0,0
72hpf,2.54,0,0,0,0,0,0,0,0.28
21Day,0.74,0,0,0,0,0.37,0.37,0,0
3Month,13.31,8.11,0.31,1.66,4.16,119,0.21,0.62,1.04
22Month,6.97,3.28,0,0.55,1.23,12.71,0.14,0,0.27
