stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,7,22,1,0,11,7,128,0,0,17
72hpf,3.1,42.84,1.69,0.28,4.23,6.48,65.11,0,0.56,33.26
21Day,2.22,75.48,14.8,0.74,42.18,16.65,63.27,0,7.03,62.16
3Month,2.6,91.85,1.04,34.33,57.73,11.23,2.5,0.52,4.58,10.3
22Month,5.6,90.74,0.68,3.55,39.08,4.51,3.28,5.74,1.78,6.01
