stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,5,2
21Day,0,0.37,0,0,1.11,0
3Month,0.31,0,1.98,0,0,0.21
22Month,0,0,0.55,0.27,0,0
