stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,5,0,0,0
72hpf,0.28,0,0,0,0.85,0,0,0
21Day,0,0,0,0,1.11,0,0,0
3Month,6.14,34.43,0.83,0.1,1.87,0,0.62,0.31
22Month,2.05,0,0.55,0,0.14,0.14,0,0
