stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,0.37,0,0,0,0.37,0,0,0
3Month,1.98,0.1,0.31,0,0,0,0.1,0.1
22Month,5.88,0,1.37,0.14,0,0.41,0.14,0.41
