stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,2,0,0,3,0
72hpf,6.48,0,0,0.28,0.28
21Day,4.07,0,0,0.37,0.74
3Month,7.39,1.46,0.31,0,0
