stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,25.65,0.28,0,0.28
21Day,0.74,0,0,0,9.25,0,0,0.37
3Month,4.58,0.31,0.31,0,0,0,0,0.1
22Month,15.58,1.23,1.37,0.14,0.96,0.96,0.27,0.41
