stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,1,0,0,1,0
72hpf,1.13,0,0,0,0,0.28,0,0
21Day,2.22,0,0,0,0,0,0,0
3Month,7.28,0.1,1.25,2.91,0.21,0.1,0,0.31
22Month,2.46,0,0.27,1.5,0,0.27,0.14,0.27
