stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,10,0,0,1
72hpf,0.85,0,0,0.28,5.07,0,0.28,1.13
21Day,0.37,0,0,0.37,1.85,0,0,1.11
3Month,1.14,0.1,0.21,0,0,0.1,0,0.1
22Month,5.06,0.14,0.55,0.14,0.27,0.27,0,0.14
