stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,3,0
72hpf,0,0.28,0,0,2.25,0.56
21Day,0,0,0,0.37,0,0.37
3Month,0.1,0.52,1.25,0.1,0,0
22Month,0,0.14,0,0.82,0,0
