stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,2,2,0,1
72hpf,0.56,0,0.28,0,0.28,5.36,0.28,0.28
21Day,0.37,0.37,0,0,0.74,2.22,0.74,1.48
3Month,1.14,0,5.62,0.1,0.1,0.31,0.1,0.21
22Month,0.27,0,0,0.14,0.14,0,0,0
