stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,3,0,28,1,6,0,0,2
72hpf,0.28,0,0.28,0,0.28,0,0,0.28
21Day,0.74,0.37,1.85,0.74,0.74,0,0,2.96
3Month,0.83,6.76,4.68,0,0,0,0.1,0.42
22Month,13.94,1.23,8.2,0.14,0.27,0.27,0.27,0.55
