stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,0,0,0,2
72hpf,0.28,0.28,0,0,0,1.13,0.28,0,0.56
21Day,0,0.74,0.37,0,0,12.58,0,0,1.48
3Month,0,2.6,0,1.66,0.1,0.21,0,0.21,0.52
22Month,0,9.29,0,0.27,1.5,0.41,0.41,0.14,1.09
