stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,19,1,0,2,0,0,0
72hpf,23.39,0.28,0.56,0.28,0,0.85,0.28
21Day,6.29,0.37,1.11,0,0,0.37,1.11
3Month,0.21,0,0,0.1,0,0,0
22Month,4.78,0.68,0.14,0.14,0.14,0,0
