stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,1,0,0
72hpf,0.28,0,0,1.41,0,0.28
21Day,0.37,0,0,1.85,0.37,0.37
3Month,8.63,1.87,0.21,0.1,0,0.1
22Month,0.27,0,0,0,0,0
