stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,1,0,1,0,0
72hpf,0,1.41,0,0,0,0,0,0
21Day,0,2.59,0,0,0.37,1.11,0,0
3Month,0,2.18,0.1,0.31,0.1,0,0.1,0.1
22Month,0.14,0.68,0,0.55,0,0,0,0
