stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,4,0,0,0
72hpf,0,0.56,0,0,0,1.13,0,0,0
21Day,0,0.37,0.37,0,0,0.37,0,0.37,0.74
3Month,0,1.98,0,0,0.42,0,0.1,0.21,0.52
22Month,0.68,27.06,0,1.37,0.41,0.14,1.5,0,0.27
