stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,3,0,0,0
72hpf,0.28,0,0,1.69,1.41,0.56,0.56
21Day,1.48,0.37,0,2.22,2.22,0,0
3Month,1.56,0.1,0.1,0.21,0,1.04,0
22Month,0.14,0.55,0,0,0,0.82,0
