stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,6.2,0,0,0.28,0.85,0,0,0
21Day,0.74,21.09,0.37,0,0,0.74,0,0,0
3Month,1.25,0.31,0.42,0.62,0,0.21,0,0.21,0
22Month,1.37,0,0,0.14,0,0.68,0.27,0,0.14
