stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0.28,0.56,0,0,0,0,0,0
21Day,0,4.07,0,5.55,0,0,0.37,0.74
3Month,0,2.08,0.21,0.1,1.87,0,0,0
22Month,0,0.41,0,0.27,0.14,0,0,0
