stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,12,0,0
72hpf,0,0,0,0,4.23,0.85,0.28
21Day,0.37,1.48,0,0.74,6.66,0.37,0
3Month,0.1,0.42,0.31,0,0.21,0,0
22Month,0.27,1.37,0.14,0.14,0.14,0,0.27
