stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,78,0,2,2,152,10
72hpf,0.28,0.56,0,0,0,1.13,0.56
21Day,0,0,0,0,0,0,0.37
3Month,0,0,0.21,0,0,0,0
