stage,Epithelial,Immune,Neuron,Other,Stromal
24hpf,1,0,3,0,0
72hpf,0.56,0,8.74,0,0.85
21Day,0.37,0,2.96,0,0.74
22Month,0.27,0.14,0,8.2,0
