stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,0,0,1,0
72hpf,0,0.56,0,0,0,6.2,0.28
21Day,0,0.37,0,0.37,0,3.33,0.37
3Month,0,0.73,0.21,0.21,0.1,0.52,0
22Month,0.14,0.55,0,0.68,0,0,0
