stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,2,0,4,0,0,0
72hpf,0,11.27,0.56,0,1.97,0.85,10.15,0,0,3.1
21Day,0,7.03,0,0,22.2,0,1.48,0,1.11,1.11
3Month,0.1,6.55,0.21,0.73,42.96,0.21,0,0,0.52,0.42
22Month,0.27,6.01,0,0.14,96.61,0,0.27,0.55,0.27,0.55
