stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,0,0,1,0,0
72hpf,0,1.41,0,0,0,0,0,0.28,0
21Day,0,2.59,0,0,0,0,0,0,0.74
3Month,0.1,7.49,0.21,0.31,2.08,0.31,0,0,0.31
22Month,0.27,5.47,0,0.68,0.68,0,0.27,0,0
