stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,1,0,0,0,0,18,1
72hpf,0,0.85,0,0,0,0.56,6.76,0.56
21Day,0.37,3.33,0.37,0,0,0.37,1.48,2.59
3Month,0.1,0.52,0,0.1,0.1,0,0,0.21
22Month,0,0.96,0,0,0,0,0,0
