stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
72hpf,0,0.56,0,0.28,0.28,0,0,0
21Day,0,0.37,0,0,0,0,0,0
3Month,0.1,0.42,0.62,0.21,0,0,0,0
22Month,0.27,2.87,0.41,0.41,0,0.14,0.14,0.14
