stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0.28,0,0,0.56,0,0
21Day,0,0,0,0.37,0,0
3Month,1.77,0.83,0,0.1,0.1,0.1
22Month,2.6,0.55,0.14,0,0,0.27
