stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0,0
72hpf,0.28,0.28,0,0,0.28,14.09,0,0,0.28
21Day,0.37,0,0,0,0,7.03,0,0.37,0
3Month,0.42,0,0,0.21,0,0.1,0,0,0.1
22Month,5.74,0.14,0.14,1.09,0.27,0.14,0.14,0,0.27
