stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,1.69,0,0
21Day,1.11,0,0,1.11,7.77,0.37,1.11
3Month,5.1,0.94,0.73,0,0,0,0.31
22Month,1.09,0,0.14,0,0.14,0,0
