stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,18,0,1,0,0
72hpf,0,0.56,0.28,0,2.82,0,3.1,0.28,0
21Day,0,1.11,0,0,6.29,0,8.14,0.37,0
3Month,0.21,2.81,0.31,0.62,49.41,0.31,0.31,0.52,0.52
22Month,0,3.42,0.14,0.14,54.93,0,6.56,0,0.27
