stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,0,2,0,0,2
72hpf,0.56,0.28,0,0,1.13,0.56,0,6.76,1.13
21Day,6.29,0.37,0.37,1.11,0.37,0.37,0,11.47,0.37
3Month,1.46,0,0,0.31,0,0,0,0,0
22Month,4.1,0,0.27,0.14,0,0,0.27,0,0
