stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,5,0,1,0,6,0,1,0,0,0
72hpf,14.37,0,0,0,0.28,0,1.13,0,0,0.28
21Day,7.77,0.74,0,0,1.11,0,0,0,0,0
3Month,8.84,2.18,0,3.33,0.94,0.31,0.1,0,0.1,0.1
22Month,6.83,2.46,0,0.41,0.14,0.27,0,0.14,0.41,0.27
