stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,1.41,0,0,14.09,0,0
21Day,0,1.48,0.74,5.92,0.74,0.74
22Month,0.55,0.14,0,0,0,0
